time,open,high,low,close,volume
2025-10-10 21:37:00+00:00,111984.3125,111984.3125,111984.3125,111984.3125,0
2025-10-10 21:38:00+00:00,111736.0703125,111736.0703125,111736.0703125,111736.0703125,81190912
2025-10-10 21:39:00+00:00,111776.21875,111776.21875,111776.21875,111776.21875,225976320
2025-10-10 21:41:00+00:00,111138.3125,111138.3125,111138.3125,111138.3125,1040678912
2025-10-10 21:43:00+00:00,111456.5,111456.5,111456.5,111456.5,1517527040
2025-10-10 21:44:00+00:00,111943.046875,111943.046875,111943.046875,111943.046875,228343808
2025-10-10 21:45:00+00:00,111580.765625,111580.765625,111580.765625,111580.765625,0
2025-10-10 21:46:00+00:00,111864.265625,111864.265625,111864.265625,111864.265625,3351519232
2025-10-10 21:47:00+00:00,113468.2578125,113468.2578125,113468.2578125,113468.2578125,433618944
2025-10-10 21:48:00+00:00,113308.71875,113308.71875,113308.71875,113308.71875,339116032
2025-10-10 21:49:00+00:00,113475.328125,113475.328125,113475.328125,113475.328125,1352212480
2025-10-10 21:51:00+00:00,113160.9453125,113160.9453125,113160.9453125,113160.9453125,249495552
2025-10-10 21:52:00+00:00,113127.0546875,113127.0546875,113127.0546875,113127.0546875,1099194368
2025-10-10 21:53:00+00:00,113244.34375,113244.34375,113244.34375,113244.34375,349102080
2025-10-10 21:54:00+00:00,113302.515625,113302.515625,113302.515625,113302.515625,0
2025-10-10 21:55:00+00:00,113280.4765625,113280.4765625,113280.4765625,113280.4765625,903880704
2025-10-10 21:57:00+00:00,113610.4453125,113610.4453125,113610.4453125,113610.4453125,196968448
2025-10-10 21:59:00+00:00,113937.875,113937.875,113937.875,113937.875,1763524608
2025-10-10 22:00:00+00:00,113989.4453125,113989.4453125,113989.4453125,113989.4453125,0
2025-10-10 22:01:00+00:00,113878.3671875,113878.3671875,113878.3671875,113878.3671875,1510408192
2025-10-10 22:02:00+00:00,113595.4296875,113595.4296875,113595.4296875,113595.4296875,194576384
2025-10-10 22:03:00+00:00,113417.9140625,113417.9140625,113417.9140625,113417.9140625,0
2025-10-10 22:04:00+00:00,113625.6640625,113625.6640625,113625.6640625,113625.6640625,729219072
2025-10-10 22:06:00+00:00,112867.484375,112867.484375,112867.484375,112867.484375,372670464
2025-10-10 22:07:00+00:00,112592.046875,112592.046875,112592.046875,112592.046875,1755955200
2025-10-10 22:08:00+00:00,112681.046875,112681.046875,112681.046875,112681.046875,10100736
2025-10-10 22:09:00+00:00,112814.84375,112814.84375,112814.84375,112814.84375,0
2025-10-10 22:10:00+00:00,113156.0,113156.0,113156.0,113156.0,1358790656
2025-10-10 22:11:00+00:00,113212.921875,113212.921875,113212.921875,113212.921875,0
2025-10-10 22:12:00+00:00,113711.9765625,113711.9765625,113711.9765625,113711.9765625,150585344
2025-10-10 22:13:00+00:00,113552.921875,113552.921875,113552.921875,113552.921875,816349184
2025-10-10 22:14:00+00:00,113836.25,113836.25,113836.25,113836.25,0
2025-10-10 22:16:00+00:00,113815.25,113815.25,113772.0078125,113772.0078125,1375174656
2025-10-10 22:17:00+00:00,113701.0,113701.0,113701.0,113701.0,193470464
2025-10-10 22:18:00+00:00,113492.1640625,113492.1640625,113492.1640625,113492.1640625,44310528
2025-10-10 22:19:00+00:00,113552.109375,113552.109375,113552.109375,113552.109375,481460224
2025-10-10 22:20:00+00:00,113539.71875,113539.71875,113539.71875,113539.71875,185384960
2025-10-10 22:22:00+00:00,113439.53125,113439.53125,113439.53125,113439.53125,873005056
2025-10-10 22:23:00+00:00,113110.125,113110.125,113110.125,113110.125,213917696
2025-10-10 22:24:00+00:00,112863.4296875,112863.4296875,112863.4296875,112863.4296875,133373952
2025-10-10 22:25:00+00:00,113100.8671875,113100.8671875,113100.8671875,113100.8671875,654295040
2025-10-10 22:27:00+00:00,112994.53125,112994.53125,112994.53125,112994.53125,110223360
2025-10-10 22:28:00+00:00,112694.03125,112694.03125,112694.03125,112694.03125,979673088
2025-10-10 22:29:00+00:00,112592.9453125,112592.9453125,112592.9453125,112592.9453125,0
2025-10-10 22:30:00+00:00,112720.171875,112720.171875,112720.171875,112720.171875,249380864
2025-10-10 22:31:00+00:00,112739.6484375,112739.6484375,112739.6484375,112739.6484375,1789796352
2025-10-10 22:32:00+00:00,113069.9296875,113069.9296875,113069.9296875,113069.9296875,69459968
2025-10-10 22:33:00+00:00,113208.6171875,113208.6171875,113208.6171875,113208.6171875,0
2025-10-10 22:35:00+00:00,113470.5390625,113470.5390625,113470.5390625,113470.5390625,1800765440
2025-10-10 22:37:00+00:00,113578.703125,113578.703125,113578.703125,113578.703125,898834432
2025-10-10 22:39:00+00:00,113653.9453125,113653.9453125,113653.9453125,113653.9453125,0
2025-10-10 22:40:00+00:00,113701.1484375,113701.1484375,113701.1484375,113701.1484375,1156923392
2025-10-10 22:41:00+00:00,113728.09375,113728.09375,113728.09375,113728.09375,662274048
2025-10-10 22:42:00+00:00,113710.796875,113710.796875,113710.796875,113710.796875,41353216
2025-10-10 22:43:00+00:00,113714.328125,113714.328125,113714.328125,113714.328125,324878336
2025-10-10 22:44:00+00:00,113900.0078125,113900.0078125,113900.0078125,113900.0078125,0
2025-10-10 22:45:00+00:00,113891.96875,113891.96875,113891.96875,113891.96875,56475648
2025-10-10 22:47:00+00:00,114021.4609375,114021.4609375,114021.4609375,114021.4609375,0
2025-10-10 22:48:00+00:00,114259.5234375,114259.5234375,114259.5234375,114259.5234375,283148288
2025-10-10 22:49:00+00:00,114602.2421875,114602.2421875,114602.2421875,114602.2421875,2568912896
2025-10-10 22:50:00+00:00,114243.328125,114243.328125,114243.328125,114243.328125,327303168
2025-10-10 22:51:00+00:00,114035.7578125,114035.7578125,114035.7578125,114035.7578125,0
2025-10-10 22:52:00+00:00,114057.7578125,114057.7578125,114057.7578125,114057.7578125,0
2025-10-10 22:53:00+00:00,114160.9140625,114160.9140625,114160.9140625,114160.9140625,0
2025-10-10 22:55:00+00:00,113879.28125,113879.28125,113879.28125,113879.28125,2098167808
2025-10-10 22:56:00+00:00,113817.703125,113817.703125,113817.703125,113817.703125,80330752
2025-10-10 22:57:00+00:00,114085.5625,114085.5625,114085.5625,114085.5625,0
2025-10-10 22:58:00+00:00,114229.8515625,114229.8515625,114229.8515625,114229.8515625,1709457408
2025-10-10 22:59:00+00:00,113973.1328125,113973.1328125,113973.1328125,113973.1328125,0
2025-10-10 23:00:00+00:00,113923.53125,113923.53125,113923.53125,113923.53125,856719360
2025-10-10 23:02:00+00:00,113996.796875,113996.796875,113996.796875,113996.796875,0
2025-10-10 23:03:00+00:00,113985.3984375,113985.3984375,113985.3984375,113985.3984375,1294237696
2025-10-10 23:05:00+00:00,113954.453125,113954.453125,113954.453125,113954.453125,392396800
2025-10-10 23:06:00+00:00,113746.6640625,113746.6640625,113746.6640625,113746.6640625,0
2025-10-10 23:07:00+00:00,113291.078125,113291.078125,113291.078125,113291.078125,906199040
2025-10-10 23:08:00+00:00,113486.3125,113486.3125,113486.3125,113486.3125,505298944
2025-10-10 23:09:00+00:00,113624.7578125,113624.7578125,113624.7578125,113624.7578125,0
2025-10-10 23:11:00+00:00,113408.0859375,113408.0859375,113408.0859375,113408.0859375,56328192
2025-10-10 23:12:00+00:00,113187.140625,113187.140625,113187.140625,113187.140625,656605184
2025-10-10 23:13:00+00:00,113154.9765625,113154.9765625,113154.9765625,113154.9765625,0
2025-10-10 23:14:00+00:00,113172.3984375,113172.3984375,113172.3984375,113172.3984375,1510244352
2025-10-10 23:15:00+00:00,113294.8125,113294.8125,113294.8125,113294.8125,0
2025-10-10 23:16:00+00:00,113204.78125,113204.78125,113204.78125,113204.78125,1376206848
2025-10-10 23:17:00+00:00,113332.2890625,113332.2890625,113332.2890625,113332.2890625,82477056
2025-10-10 23:18:00+00:00,113294.8125,113294.8125,113294.8125,113294.8125,0
2025-10-10 23:19:00+00:00,113524.65625,113524.65625,113524.65625,113524.65625,898252800
2025-10-10 23:20:00+00:00,113499.6953125,113499.6953125,113499.6953125,113499.6953125,124715008
2025-10-10 23:21:00+00:00,113440.9765625,113440.9765625,113440.9765625,113440.9765625,0
2025-10-10 23:22:00+00:00,113311.8125,113311.8125,113311.8125,113311.8125,442925056
2025-10-10 23:23:00+00:00,113296.2734375,113296.2734375,113296.2734375,113296.2734375,169590784
2025-10-10 23:24:00+00:00,113590.265625,113590.265625,113590.265625,113590.265625,10092544
2025-10-10 23:25:00+00:00,113567.8828125,113567.8828125,113567.8828125,113567.8828125,305840128
2025-10-10 23:27:00+00:00,113826.0,113826.0,113826.0,113826.0,0
2025-10-10 23:28:00+00:00,113944.6484375,113944.6484375,113944.6484375,113944.6484375,925876224
2025-10-10 23:29:00+00:00,113963.984375,113963.984375,113963.984375,113963.984375,0
2025-10-10 23:30:00+00:00,114051.7734375,114051.7734375,114051.7734375,114051.7734375,2553479168
2025-10-10 23:31:00+00:00,113988.3125,113988.3125,113988.3125,113988.3125,717996032
2025-10-10 23:33:00+00:00,114015.8359375,114015.8359375,114015.8359375,114015.8359375,0
2025-10-10 23:34:00+00:00,113992.71875,113992.71875,113992.71875,113992.71875,1426800640
2025-10-10 23:35:00+00:00,114178.2109375,114178.2109375,114178.2109375,114178.2109375,193265664
2025-10-10 23:36:00+00:00,114219.03125,114219.03125,114219.03125,114219.03125,0
2025-10-10 23:37:00+00:00,114038.6953125,114038.6953125,114038.6953125,114038.6953125,0
2025-10-10 23:38:00+00:00,114168.734375,114168.734375,114168.734375,114168.734375,767983616
2025-10-10 23:39:00+00:00,114283.046875,114283.046875,114283.046875,114283.046875,0
2025-10-10 23:41:00+00:00,114754.1171875,114754.1171875,114754.1171875,114754.1171875,486768640
2025-10-10 23:42:00+00:00,114864.328125,114864.328125,114864.328125,114864.328125,0
2025-10-10 23:44:00+00:00,114644.140625,114644.140625,114644.140625,114644.140625,965820416
2025-10-10 23:45:00+00:00,114788.5546875,114788.5546875,114788.5546875,114788.5546875,24363008
2025-10-10 23:46:00+00:00,114673.515625,114673.515625,114673.515625,114673.515625,0
2025-10-10 23:47:00+00:00,114439.6875,114439.6875,114439.6875,114439.6875,786923520
2025-10-10 23:48:00+00:00,114321.8203125,114321.8203125,114321.8203125,114321.8203125,0
2025-10-10 23:49:00+00:00,114155.8984375,114155.8984375,114155.8984375,114155.8984375,2450604032
2025-10-10 23:50:00+00:00,113779.4375,113779.4375,113779.4375,113779.4375,600031232
2025-10-10 23:51:00+00:00,113667.0703125,113667.0703125,113667.0703125,113667.0703125,0
2025-10-10 23:53:00+00:00,113465.6796875,113465.6796875,113465.6796875,113465.6796875,1444462592
2025-10-10 23:54:00+00:00,113348.78125,113348.78125,113348.78125,113348.78125,144031744
2025-10-10 23:55:00+00:00,113189.8828125,113189.8828125,113189.8828125,113189.8828125,496254976
2025-10-10 23:56:00+00:00,113123.375,113123.375,113123.375,113123.375,31768576
2025-10-10 23:57:00+00:00,113074.953125,113074.953125,113074.953125,113074.953125,0
2025-10-11 00:00:00+00:00,112980.5859375,112980.5859375,112980.5859375,112980.5859375,57212928
2025-10-11 00:01:00+00:00,112740.7578125,112740.7578125,112740.7578125,112740.7578125,0
2025-10-11 00:02:00+00:00,112774.390625,112774.390625,112774.390625,112774.390625,0
2025-10-11 00:03:00+00:00,112577.046875,112577.046875,112577.046875,112577.046875,0
2025-10-11 00:04:00+00:00,112819.6015625,112819.6015625,112819.6015625,112819.6015625,876920832
2025-10-11 00:05:00+00:00,113001.2109375,113001.2109375,113001.2109375,113001.2109375,0
2025-10-11 00:06:00+00:00,113008.9921875,113008.9921875,113008.9921875,113008.9921875,135839744
2025-10-11 00:07:00+00:00,112921.734375,112921.734375,112921.734375,112921.734375,582828032
2025-10-11 00:08:00+00:00,113043.984375,113043.984375,113043.984375,113043.984375,0
2025-10-11 00:09:00+00:00,112888.359375,112888.359375,112888.359375,112888.359375,1270923264
2025-10-11 00:10:00+00:00,112980.4375,112980.4375,112980.4375,112980.4375,0
2025-10-11 00:11:00+00:00,112805.0,112805.0,112805.0,112805.0,1216987136
2025-10-11 00:12:00+00:00,112620.7578125,112620.7578125,112620.7578125,112620.7578125,0
2025-10-11 00:14:00+00:00,112655.296875,112655.296875,112655.296875,112655.296875,1475854336
2025-10-11 00:15:00+00:00,112625.0,112625.0,112625.0,112625.0,0
2025-10-11 00:16:00+00:00,112609.15625,112609.15625,112609.15625,112609.15625,1170702336
2025-10-11 00:17:00+00:00,112160.6484375,112160.6484375,112160.6484375,112160.6484375,0
2025-10-11 00:19:00+00:00,112086.5546875,112086.5546875,112086.5546875,112086.5546875,452018176
2025-10-11 00:20:00+00:00,111895.5546875,111895.5546875,111895.5546875,111895.5546875,0
2025-10-11 00:22:00+00:00,112238.5234375,112238.5234375,112238.5234375,112238.5234375,154779648
2025-10-11 00:23:00+00:00,112134.5625,112134.5625,112134.5625,112134.5625,15106048
2025-10-11 00:24:00+00:00,112330.4765625,112330.4765625,112330.4765625,112330.4765625,829374464
2025-10-11 00:25:00+00:00,112275.8515625,112275.8515625,112275.8515625,112275.8515625,273891328
2025-10-11 00:26:00+00:00,112336.2265625,112336.2265625,112336.2265625,112336.2265625,309084160
2025-10-11 00:27:00+00:00,112460.0625,112460.0625,112460.0625,112460.0625,8306688
2025-10-11 00:28:00+00:00,112408.40625,112408.40625,112408.40625,112408.40625,444203008
2025-10-11 00:29:00+00:00,112421.7734375,112421.7734375,112421.7734375,112421.7734375,76447744
2025-10-11 00:31:00+00:00,112524.3515625,112524.3515625,112524.3515625,112524.3515625,496713728
2025-10-11 00:32:00+00:00,112422.2265625,112422.2265625,112422.2265625,112422.2265625,0
2025-10-11 00:33:00+00:00,112271.3828125,112271.3828125,112271.3828125,112271.3828125,139460608
2025-10-11 00:34:00+00:00,112362.0390625,112362.0390625,112362.0390625,112362.0390625,120258560
2025-10-11 00:36:00+00:00,112276.0234375,112276.0234375,112276.0234375,112276.0234375,0
2025-10-11 00:37:00+00:00,112287.2578125,112287.2578125,112287.2578125,112287.2578125,29704192
2025-10-11 00:38:00+00:00,112474.0859375,112474.0859375,112474.0859375,112474.0859375,0
2025-10-11 00:39:00+00:00,112593.2578125,112593.2578125,112593.2578125,112593.2578125,0
2025-10-11 00:40:00+00:00,112552.4140625,112552.4140625,112552.4140625,112552.4140625,338051072
2025-10-11 00:41:00+00:00,112601.03125,112601.03125,112601.03125,112601.03125,33767424
2025-10-11 00:42:00+00:00,112624.28125,112624.28125,112624.28125,112624.28125,42303488
2025-10-11 00:43:00+00:00,112713.2578125,112713.2578125,112713.2578125,112713.2578125,1035649024
2025-10-11 00:44:00+00:00,112813.09375,112813.09375,112813.09375,112813.09375,0
2025-10-11 00:45:00+00:00,112800.578125,112800.578125,112800.578125,112800.578125,0
2025-10-11 00:47:00+00:00,113001.0546875,113001.0546875,113001.0546875,113001.0546875,0
2025-10-11 00:49:00+00:00,113288.5625,113288.5625,113288.5625,113288.5625,31309824
2025-10-11 00:50:00+00:00,113138.171875,113138.171875,113138.171875,113138.171875,699432960
2025-10-11 00:51:00+00:00,113274.5390625,113274.5390625,113274.5390625,113274.5390625,0
2025-10-11 00:52:00+00:00,113166.1484375,113166.1484375,113166.1484375,113166.1484375,917569536
2025-10-11 00:54:00+00:00,112913.2890625,112913.2890625,112913.2890625,112913.2890625,0
2025-10-11 00:55:00+00:00,112953.5546875,112953.5546875,112953.5546875,112953.5546875,712425472
2025-10-11 00:57:00+00:00,112780.8125,112780.8125,112780.8125,112780.8125,449658880
2025-10-11 00:59:00+00:00,112762.6796875,112762.6796875,112762.6796875,112762.6796875,0
2025-10-11 01:00:00+00:00,112711.1796875,112711.1796875,112711.1796875,112711.1796875,362594304
2025-10-11 01:01:00+00:00,112642.09375,112642.09375,112642.09375,112642.09375,0
